Type,Release Year,Purchase Amtount
New,2017,36.34
New,2018,0
New,2017,33.43
New,2017,27.28
New,2018,20.94
New,2017,13.74
Original,2017,20
Original,2017,38.01
Original,2017,8.21
Original,2018,16.36
Original,2018,22.74
New,2017,5.25
New,2017,26.51
Original,2017,25.05
New,2018,21.32
Original,2017,31.73
New,2017,10.01
New,2018,21.54
New,2017,53
New,2017,39.25
Original,2018,49.67
Original,2018,50.77
New,2018,16.85
Original,2017,9.86
Original,2018,6.25
Original,2017,17.43
Original,2018,36.64
New,2017,9.72
New,2018,40.11
New,2020,47.09
New,2017,23.11
Original,2018,25.61
New,2017,24.05
Original,2017,23.95
New,2017,21.17
Original,2018,13.83
Original,2018,0
New,2018,34.48
Original,2017,31.99
New,2017,61.49
Original,2017,17.99
New,2018,17.99
Original,2017,29.88
New,2018,20.32
Original,2017,23.96
Original,2017,37.32
Original,2020,0
New,2017,0
Original,2018,4.77
Original,2018,36.62
New,2018,33.67
New,2018,0
Original,2017,49.06
Original,2017,9.89
Original,2020,46.89
Original,2018,7.43
New,2018,5.19
Original,2017,37.89
New,2017,54.8
New,2018,8.58
New,2017,36.65
New,2018,26.6
New,2017,38.35
Original,2017,67.5
New,2018,51.89
New,2017,46.08
Original,2017,4
New,2017,37.29
Original,2018,22.45
Original,2018,21.48
Original,2018,0
Original,2020,40.49
New,2017,24.37
New,2017,11.23
Original,2017,19.08
New,2018,19.86
New,2017,20.43
Original,2018,20.28
Original,2017,5.87
Original,2017,27.82
New,2018,27.81
New,2017,9.93
New,2018,18.99
Original,2018,59.7
Original,2017,0
New,2018,24.77
New,2018,9.13
New,2017,119.71
New,2019,0
Original,2017,12.97
Original,2018,12.19
New,2018,18.12
Original,2018,51.99
New,2018,54.15
Original,2018,26.06
Original,2018,26.02
Original,2017,50.77
Original,2017,51.97
Original,2017,21.06
New,2017,22.64
Original,2017,47.19
Original,2017,42.61
New,2017,4.18
Original,2017,18.16
New,2017,42.16
Original,2018,50.49
New,2017,29.6
Original,2017,51.99
Original,2018,51.3
Original,2018,21.18
Original,2018,12.98
Original,2017,37.74
New,2018,35.06
Original,2018,27.72
Original,2017,13.66
Original,2018,21.09
Original,2017,9.98
New,2017,4.4
Original,2017,41.32
Original,2018,4
New,2018,29.22
Original,2017,10.98
New,2018,43.66
New,2018,34.86
New,2020,22.49
Original,2018,0
New,2017,65.34
Original,2017,59.96
Original,2020,50.02
New,2017,20.6
New,2018,38.27
Original,2018,36.03
New,2017,26.61
Original,2018,19
New,2017,33.59
New,2018,6.71
New,2017,49.8
Original,2017,4
New,2017,40.41
Original,2017,21.42
Original,2018,30.98
Original,2018,45.54
New,2017,16.91
Original,2017,64.17
New,2017,5.81
Original,2017,18.35
New,2018,0
New,2017,54.84
New,2017,36.81
Original,2017,30.84
New,2018,52.09
New,2020,59.41
Original,2017,18.87
New,2017,18.78
Original,2018,31.98
New,2018,0
New,2019,126.26
Original,2017,20.04
Original,2018,18.98
Original,2017,34.81
Original,2017,11.22
New,2018,7.17
Original,2017,8.85
New,2017,34.64
New,2017,8.93
New,2018,21.34
Original,2018,54.35
Original,2018,27.61
New,2017,54
Original,2018,40.96
Original,2017,24.88
Original,2017,50.23
Original,2018,108.99
New,2018,38.35
Original,2018,14.89
Original,2018,4
Original,2017,16.47
New,2017,20.98
New,2019,0
New,2017,23.02
Original,2017,20.78
New,2017,78.97
Original,2017,3.88
New,2017,39.68
New,2018,10.99
Original,2018,17.33
New,2018,33.28
Original,2018,46.48
Original,2017,64.99
Original,2019,0
Original,2017,26.97
New,2017,35.79
Original,2018,75.9
Original,2017,41.84
Original,2018,6.98
Original,2018,21.64
Original,2017,10.36
Original,2018,34.56
New,2018,24.71
New,2018,12.87
Original,2017,43.41
Original,2018,10
Original,2017,17.13
New,2017,34.8
New,2018,19.93
New,2018,6.11
New,2017,44.76
New,2017,17.43
New,2018,285.82
Original,2017,19.5
Original,2018,26.94
New,2018,38.27
New,2017,21.35
New,2018,32.82
New,2018,5.55
New,2019,0
Original,2017,32.99
New,2017,44.88
New,2018,5.56
Original,2018,39.23
Original,2017,5.69
Original,2017,9.68
Original,2017,15.79
Original,2017,28.53
New,2018,43.67
Original,2018,17.38
New,2017,51.62
New,2018,121.13
New,2018,5.81
Original,2018,39.54
New,2018,42.65
Original,2017,30.85
New,2017,17.21
New,2018,12.21
Original,2018,27.79
New,2017,42.74
New,2018,45.02
Original,2018,17.45
Original,2017,23.55
Original,2017,14.49
New,2017,23.38
Original,2018,7.52
Original,2018,74.76
Original,2018,43.99
New,2017,42.32
Original,2017,0
New,2018,44.76
New,2017,18.78
New,2020,17
New,2017,66
New,2017,4.18
Original,2017,0
New,2017,17.41
New,2020,36.21
New,2017,15.28
New,2017,45.47
New,2018,84.23
Original,2017,16.4
New,2017,30.24
New,2020,0
Original,2018,17.09
Original,2017,0
Original,2018,0
New,2018,9.42
New,2018,32.96
Original,2018,28.46
New,2018,26.43
Original,2017,23.95
Original,2017,0
Original,2017,18.57
Original,2019,0
Original,2017,33.98
New,2017,36.3
Original,2017,4.73
New,2018,26.54
Original,2017,15.95
Original,2017,48.26
Original,2017,48.14
New,2018,39.89
Original,2018,10.89
New,2017,6.58
Original,2017,45.13
Original,2018,4.71
New,2018,0
Original,2017,4
New,2018,5.24
Original,2018,33.85
Original,2017,15.94
Original,2017,19.8
Original,2017,75.98
New,2017,19.54
Original,2017,46.5
New,2017,0
New,2018,35.5
Original,2018,16.45
New,2018,43.29
Original,2017,9.73
Original,2018,4
New,2018,15.95
Original,2018,17.29
Original,2018,11.75
Original,2018,19.62
New,2017,0
Original,2018,0
Original,2017,4
New,2017,19.73
New,2017,37.37
Original,2018,25.08
Original,2018,19.69
New,2017,29.61
New,2020,39.74
Original,2018,35.93
Original,2017,26.03
Original,2018,13.23
Original,2017,24.98
New,2017,31.39
Original,2017,17.59
Original,2017,16.49
Original,2017,33.98
New,2017,20.73
Original,2018,43.97
Original,2019,0
Original,2017,27.98
New,2018,21.69
Original,2017,16.56
Original,2017,8.98
Original,2017,33.75
New,2017,17.96
New,2020,41.56
Original,2017,26.79
Original,2017,63.01
Original,2017,14.71
Original,2017,58.17
Original,2018,4
New,2017,16.57
New,2018,57.97
New,2017,0
Original,2018,4.56
Original,2018,31.5
New,2017,32.21
New,2018,4.06
Original,2018,10.18
Original,2018,46.57
Original,2018,11.72
New,2018,17.76
Original,2018,4.48
Original,2017,39.56
Original,2017,3.84
Original,2019,52.6
New,2018,19.9
Original,2018,9.49
Original,2017,4
New,2017,28.14
Original,2017,8.24
Original,2018,32.33
Original,2017,10.99
New,2017,51.71
Original,2017,24.98
Original,2017,21.79
Original,2017,8.1
New,2018,6.25
New,2018,21.2
Original,2017,31.21
Original,2018,48.98
New,2017,26.27
Original,2017,8.69
Original,2018,32.12
New,2018,8.16
New,2018,38.39
New,2019,80.92
Original,2017,0
New,2019,14.7
Original,2017,28.95
Original,2017,8.29
New,2017,17.47
New,2018,16.74
Original,2018,18.86
Original,2018,56.51
Original,2018,82.45
Original,2017,23.69
New,2017,20.25
Original,2018,8.2
New,2017,47.98
Original,2018,58.19
New,2018,18.15
New,2017,4.79
Original,2017,14.46
Original,2020,39.83
Original,2017,37.95
Original,2017,38.89
Original,2018,22.43
New,2018,43.38
New,2017,27.47
New,2018,9.36
New,2017,0
Original,2017,23.3
New,2018,21.67
New,2018,61.66
New,2017,24.9
New,2020,56.1
Original,2017,17.98
Original,2017,351.5
Original,2017,25.59
New,2017,4.85
New,2018,18.48
New,2017,19.36
Original,2017,0
New,2017,16.22
New,2018,15.54
Original,2017,38.97
New,2017,17.21
New,2018,68.07
New,2018,12.37
New,2017,5.41
Original,2017,99.29
New,2017,53.9
New,2017,18.44
Original,2018,46.08
Original,2017,47.13
New,2018,21.51
Original,2018,8.82
Original,2017,6.39
New,2018,14.61
New,2017,16.67
New,2020,30.38
Original,2017,31.69
New,2018,49.7
Original,2017,18.99
New,2018,47.28
Original,2017,0
New,2017,32.4
New,2020,17.36
New,2018,40.01
Original,2018,20.68
New,2018,27.37
New,2018,11.2
New,2018,23.61
New,2017,32.62
Original,2017,30.98
Original,2018,38.99
New,2018,19.2
New,2018,21.99
Original,2018,15.45
Original,2018,8.87
New,2018,56.22
Original,2017,4.37
Original,2017,11.22
New,2017,42.73
New,2017,123.85
Original,2019,132.02
New,2017,17.79
New,2018,26.12
Original,2018,72
New,2017,43.66
New,2018,65.98
New,2018,57.04
Original,2018,54.9
New,2018,5.77
New,2018,65.96
New,2018,48.43
New,2019,0
New,2018,17
New,2017,15.92
Original,2018,48.09
New,2017,26.46
Original,2017,15.64
Original,2017,20.04
Original,2017,15.38
New,2017,52.71
New,2017,28.94
New,2017,28.54
Original,2017,54.39
New,2017,139.47
Original,2017,36.8
New,2017,21.66
Original,2018,38.78
Original,2017,43.79
New,2018,4.89
Original,2018,56.34
New,2018,15.81
New,2018,0
New,2017,8.24
New,2017,39.76
Original,2018,7.76
New,2017,24.14
Original,2017,20.47
Original,2018,22.07
Original,2017,14.5
New,2018,32.67
New,2017,12.25
New,2018,22.16
New,2017,49.17
Original,2017,75.47
New,2018,29.79
New,2017,23.31
Original,2018,25.72
Original,2018,14.98
New,2017,22.97
New,2018,25.11
Original,2017,8.75
New,2017,46.93
Original,2018,12.71
New,2017,35.08
Original,2017,69.25
Original,2018,137.64
Original,2018,14.46
Original,2017,7.48
New,2017,7.01
New,2018,59.06
New,2017,7.56
Original,2018,7.29
New,2017,13.39
New,2018,179.82
Original,2017,46.48
New,2018,151.29
Original,2017,4.39
New,2017,19.51
New,2018,25.88
Original,2017,12.87
New,2017,33.19
New,2017,11.14
Original,2020,22.77
Original,2017,48.25
New,2017,16.1
New,2018,25.79
New,2017,5.24
New,2017,48.42
New,2018,37.59
New,2017,33.33
New,2017,0
Original,2017,18.14
New,2017,41.09
Original,2018,11.19
Original,2017,4.98
Original,2017,24.49
Original,2017,27.09
New,2017,21.07
Original,2017,11.45
New,2017,8.53
Original,2017,18.97
New,2017,59.27
New,2017,16.18
Original,2017,32.21
Original,2017,20.71
Original,2017,42.81
Original,2018,26.33
Original,2018,0
Original,2017,19.29
New,2018,17.8
Original,2018,49.23
Original,2017,7.94
Original,2017,15.01
Original,2017,25.34
Original,2019,40.12
Original,2018,12.88
Original,2017,0
New,2017,61.72
Original,2017,43.99
New,2017,4.86
Original,2017,197.06
New,2018,20.2
New,2018,35.76
Original,2017,49.96
Original,2017,0
Original,2017,27.22
Original,2017,31.22
New,2017,23.44
Original,2018,15.74
New,2018,0
Original,2017,46.11
Original,2017,54.98
New,2017,0
Original,2018,4.21
New,2018,18.39
Original,2018,16.99
New,2018,39.99
New,2018,46.05
New,2018,31.67
Original,2017,9.51
New,2017,48.07
Original,2018,58.99
New,2018,5.1
Original,2017,32.82
New,2018,14.16
New,2019,38.39
New,2017,44.43
New,2017,19.26
New,2018,12.42
New,2018,53.12
Original,2018,10.68
New,2018,31.48
Original,2017,15.56
Original,2018,28.48
New,2020,44.92
New,2017,50.71
New,2017,134.43
Original,2017,17.49
Original,2017,29.94
New,2018,17.18
Original,2017,26.9
Original,2017,33.4
New,2019,0
New,2017,7.92
Original,2017,26.29
New,2018,21.98
New,2018,32.9
Original,2018,43.49
Original,2018,8.97
New,2017,12.44
New,2018,36.96
Original,2017,30.58
New,2020,34.48
Original,2018,0
Original,2017,6.29
Original,2017,4.48
New,2017,41.01
Original,2017,26.93
Original,2017,57.14
New,2017,40.79
Original,2017,32.75
Original,2018,24.19
Original,2017,35.82
New,2017,34.8
New,2018,17.59
New,2018,24.86
Original,2020,20.71
New,2019,157.83
New,2018,54.43
New,2018,36.71
New,2018,84.62
Original,2018,15.84
Original,2017,17.99
Original,2017,7.59
New,2017,18.65
New,2018,38.74
Original,2017,20.37
New,2018,6.33
Original,2017,36.29
Original,2020,0
New,2017,27.21
New,2018,0
Original,2017,6.76
New,2017,4.93
New,2018,18.57
Original,2018,17.23
New,2017,29.11
Original,2017,8.09
Original,2018,26.14
New,2017,5.3
Original,2017,30.99
Original,2018,10.16
New,2017,0
Original,2018,19.98
Original,2017,18.62
New,2019,51.96
New,2017,9.27
Original,2018,33.96
New,2017,6.75
New,2018,35.35
Original,2017,61.82
Original,2018,33.99
Original,2018,17.13
Original,2017,11.61
New,2018,14.43
Original,2017,33.46
New,2018,32.54
New,2017,0
New,2018,38.23
New,2018,24.29
Original,2018,14.28
New,2018,36.66
New,2018,19.06
Original,2017,44.59
New,2018,16.32
Original,2018,9.77
Original,2017,13.03
New,2018,12.36
New,2018,23.57
Original,2017,33.97
Original,2017,4.73
Original,2018,22.96
Original,2018,14.27
Original,2018,67.94
New,2018,0
Original,2018,17.45
New,2018,62.91
New,2017,52.36
New,2018,15.52
New,2017,33.33
New,2017,36.32
New,2017,20.26
Original,2017,10.49
Original,2017,6.98
Original,2017,30.11
Original,2018,46.22
New,2017,9.9
Original,2018,37.59
Original,2018,51.8
Original,2018,22.97
Original,2017,18.84
New,2017,25.99
New,2017,47.51
New,2018,39.96
Original,2018,54.18
Original,2018,0
Original,2018,16.27
Original,2020,0
Original,2018,14.94
New,2019,39.32
New,2018,34.78
Original,2018,84.89
Original,2017,24.96
Original,2017,45.94
Original,2018,39.13
New,2018,4.72
New,2017,0
New,2017,9.05
New,2020,0
Original,2017,18.49
New,2017,51.38
New,2020,37.06
Original,2017,33.99
Original,2018,6.39
Original,2017,0
New,2017,29.88
Original,2017,33.02
Original,2018,24.51
Original,2018,13.54
New,2019,31.54
Original,2017,10.18
New,2018,19.44
Original,2017,51.16
Original,2018,13.47
New,2017,4.47
Original,2017,32.36
New,2018,10.69
New,2017,6.14
Original,2017,39.98
New,2017,10.86
Original,2017,25.84
Original,2017,4
New,2017,33.95
Original,2017,22.67
New,2017,13.89
Original,2018,11.96
New,2018,24.02
New,2018,14.42
Original,2018,11.52
Original,2018,45.99
New,2017,5.16
New,2017,52.04
Original,2017,80.99
New,2018,93.57
New,2017,34.99
Original,2017,9
New,2017,25.59
Original,2017,4
Original,2017,21.59
New,2017,24.64
Original,2018,16.51
New,2018,39.96
New,2018,23.96
New,2019,40.66
New,2017,19.49
New,2017,68.93
Original,2018,52.86
New,2017,28.38
Original,2020,11.56
New,2018,83.92
Original,2018,16.13
New,2019,0
New,2018,26.84
New,2018,9.39
New,2017,16.33
Original,2017,17.49
New,2018,31.53
Original,2018,13.69
Original,2017,14.44
Original,2017,35.99
Original,2017,23.98
Original,2017,7.98
Original,2017,40.99
Original,2017,43.98
Original,2017,14.98
New,2018,0
New,2019,56.88
Original,2020,34
Original,2017,11.82
New,2018,77.73
Original,2017,28.94
New,2017,28.14
New,2017,32.91
New,2017,39.74
New,2018,11.35
Original,2017,209.89
Original,2017,4
New,2018,30.26
Original,2017,4
Original,2017,34.98
Original,2017,31.94
Original,2017,38.26
Original,2018,21.73
New,2017,19.68
Original,2019,0
Original,2018,10.43
Original,2017,16.32
Original,2018,21.86
Original,2017,79.99
Original,2018,33.98
Original,2017,12.97
Original,2018,19.46
Original,2017,14.45
Original,2017,21.96
Original,2018,4
Original,2018,21.99
Original,2017,0
New,2017,15.33
Original,2018,20.99
Original,2018,56.08
Original,2017,143.98
New,2018,5.82
Original,2018,18.95
New,2020,0
New,2018,29.55
Original,2018,26.19
Original,2017,11.63
New,2018,5.14
Original,2018,4
New,2018,16.33
Original,2018,26.88
New,2017,36.28
New,2017,47.14
Original,2017,18.38
Original,2017,39.93
Original,2018,38.99
Original,2018,44.04
Original,2017,0
Original,2020,5.44
New,2018,32.1
New,2018,29.92
New,2017,9.61
Original,2018,17.98
Original,2018,4
Original,2017,3.85
Original,2018,11.96
Original,2017,45.38
Original,2018,103.98
New,2017,19.73
Original,2017,8.48
New,2017,46.12
New,2017,31.85
New,2018,32.72
New,2018,20.36
New,2017,27.11
Original,2018,11.23
New,2017,10.88
New,2017,0
Original,2017,8.83
Original,2018,186.98
New,2017,8.64
Original,2018,19.49
New,2017,8.14
New,2018,12.92
Original,2017,34.3
Original,2018,19.48
New,2017,29.25
New,2018,19.45
Original,2017,7.88
Original,2017,17.41
New,2018,0
Original,2017,9.07
Original,2017,66.38
Original,2017,36.34
New,2017,49.76
Original,2017,28.64
Original,2017,31.26
New,2018,22.53
New,2018,34.36
Original,2019,0
Original,2018,11.13
New,2018,8.91
New,2017,10.65
Original,2018,11.68
Original,2018,36.98
Original,2018,19.84
New,2017,16.48
Original,2017,4
New,2017,52.83
Original,2017,22.39
New,2017,46.15
New,2017,15.57
New,2017,147.55
Original,2017,9.28
New,2018,36.52
New,2018,36.21
Original,2017,16.2
New,2017,17.94
Original,2018,20.68
Original,2017,33.68
New,2017,22.52
Original,2018,8.53
New,2017,35.71
Original,2018,4.97
New,2018,36.35
New,2018,32.75
Original,2017,69.93
Original,2018,15.25
New,2017,13.38
Original,2018,34.97
New,2017,48.08
Original,2018,16.27
New,2018,14.18
Original,2018,64.84
New,2019,44.03
New,2018,22.69
New,2017,0
Original,2018,0
Original,2018,34.99
New,2018,22.17
Original,2017,6.74
New,2018,57.16
New,2018,13.33
New,2017,9.6
Original,2017,25.78
Original,2017,91.28
New,2017,8.84
New,2017,29.22
Original,2018,6.04
New,2017,20.97
New,2018,8
Original,2017,19.96
New,2018,35.22
New,2018,27.67
Original,2018,0
New,2017,11.45
New,2017,6.11
New,2017,4.96
Original,2017,19.46
Original,2017,71.23
New,2018,18.14
New,2018,103.91
Original,2017,15.14
New,2018,26.35
New,2018,17.6
New,2017,32.43
Original,2017,63.41
Original,2017,14.93
New,2017,26.65
New,2018,28.07
New,2018,14.32
Original,2017,33
Original,2018,5.95
New,2020,0
Original,2018,18.4
Original,2018,51.88
Original,2018,23.99
Original,2017,48.69
New,2017,34.04
Original,2017,23.11
Original,2017,12.89
New,2017,153.85
New,2017,28.91
Original,2019,31.9
New,2017,24.7
New,2018,36.6
Original,2017,46.03
Original,2018,43.68
New,2018,8.38
Original,2018,5.86
New,2019,0
New,2019,34.19
New,2017,32.11
New,2017,12.38
New,2018,10.45
New,2018,8.42
Original,2018,26.09
Original,2017,33.99
Original,2020,10.99
Original,2017,35.46
New,2018,24.21
New,2019,39.69
New,2017,25.51
New,2017,4.83
Original,2018,28.39
New,2017,31.6
Original,2017,29.99
New,2017,17.98
Original,2018,14.73
New,2019,117.71
New,2017,30.52
Original,2018,49.99
Original,2017,23.98
New,2017,24.78
Original,2018,21.99
Original,2018,21.48
New,2017,22.62
Original,2017,40.99
Original,2018,39.6
Original,2017,11.08
New,2017,42.22
New,2018,18.67
Original,2017,16.47
Original,2018,17.62
Original,2019,132.85
New,2017,8.79
New,2020,32.49
Original,2018,4.35
New,2018,5.23
Original,2017,4
Original,2017,4
Original,2018,5.75
Original,2017,15.31
Original,2018,4
New,2017,19.03
New,2017,108.3
Original,2018,19.61
New,2017,15.86
New,2017,18.28
Original,2018,13.01
Original,2017,15.64
Original,2017,26.93
Original,2018,0
Original,2018,11.03
New,2018,20.36
New,2017,24.51
Original,2019,55.68
New,2018,29.07
New,2018,4.39
Original,2017,4.25
New,2017,18.43
New,2018,35.23
New,2017,24.48
New,2020,48.1
Original,2018,17.98
Original,2017,11.47
Original,2017,21.09
New,2017,0
New,2018,6.89
Original,2018,20.66
New,2017,5.16
New,2018,19.24
New,2018,0
New,2017,7.88
New,2018,12.84
Original,2018,24.99
New,2018,40.03
Original,2018,16.46
Original,2017,10.06
New,2017,4.93
New,2018,15.02
New,2018,8.51
New,2018,14.62
Original,2018,5.98
Original,2017,6.19
Original,2018,13.49
New,2018,46.14
New,2017,13.11
New,2018,9.3
New,2018,45.99
Original,2018,0
New,2018,11.84
New,2018,0
New,2017,27.45
New,2018,29.01
Original,2018,13.94
New,2017,40.08
New,2018,30.83
New,2017,0
Original,2017,4.21
New,2017,30.45
New,2018,23.32
New,2018,115.11
New,2017,10.64
New,2017,14.97
Original,2017,0
Original,2017,6.94
Original,2018,38.29
New,2018,10.87
New,2017,20.28
New,2017,0
Original,2017,14.08
Original,2017,5.22
New,2018,120.8
New,2017,34.64
New,2018,17.29
Original,2018,8.81
Original,2018,9.87
Original,2018,101.99
Original,2020,71.66
Original,2020,0
Original,2017,53.99
Original,2017,18.99
Original,2018,4
Original,2017,52.79
New,2020,54.38
New,2019,0
New,2017,21.96
Original,2018,57.52
New,2018,45.25
New,2018,43.7
New,2017,14.51
New,2018,36.29
New,2017,54.85
Original,2018,18.96
New,2017,25.07
Original,2018,20.48
Original,2017,18.79
New,2017,17.94
New,2017,14.65
Original,2019,0
Original,2018,21.47
New,2018,41.49
Original,2018,19.42
Original,2018,35.16
Original,2017,26.45
New,2017,7.47
New,2018,19.77
New,2018,23.85
Original,2017,12.63
Original,2018,60.04
Original,2018,19.07
New,2018,21.82
New,2017,16.19
Original,2017,74.77
New,2018,12.15
Original,2017,38.78
New,2018,16.61
Original,2017,16.82
Original,2017,9.36
New,2017,9.36
Original,2018,39.88
Original,2017,33.99
Original,2017,38.88
Original,2017,5.29
New,2018,100.7
New,2018,33.09
Original,2018,61.48
New,2017,11.81
New,2018,0
Original,2018,47.99
New,2018,32.11
New,2018,19.99
New,2018,15.84
New,2018,7.88
Original,2020,40.53
Original,2018,46.03
New,2018,5.84
New,2018,49.06
Original,2017,23.97
New,2017,24.56
Original,2017,24.99
New,2017,19.27
New,2018,95.67
New,2017,20.65
Original,2017,13.96
Original,2017,14.77
Original,2017,12.69
New,2018,14.71
New,2017,39.45
New,2018,19.7
New,2017,27.39
Original,2017,24.41
New,2020,17.15
New,2018,43.06
New,2018,30.37
New,2018,23.24
Original,2017,13.94
New,2018,0
Original,2017,18.99
New,2018,28.16
Original,2018,18.16
Original,2017,8.11
Original,2017,92.99
Original,2017,40.59
Original,2017,21.98
Original,2017,5.52
New,2018,12.98
New,2017,17.79
Original,2019,7.58
Original,2018,46.53
Original,2018,39.89
New,2017,23.76
Original,2018,9.85
Original,2017,31.45
New,2018,31.28
New,2017,20.88
Original,2018,41.86
New,2018,33.53
New,2018,4.04
Original,2017,42.74
New,2017,41.28
Original,2017,8.83
Original,2017,4.17
New,2017,62.9
New,2017,37.72
New,2018,39.43
Original,2017,5.92
Original,2017,4.98
New,2017,29.81
New,2017,62.21
New,2018,13.34
Original,2018,45.98
Original,2017,0
New,2017,27.07
Original,2018,17.59
Original,2017,21.55
New,2018,22.39
Original,2018,0
Original,2017,0
New,2018,32.1
Original,2017,19.94
New,2017,10.54
New,2020,30.48
New,2017,33.1
New,2017,41.2
New,2017,13.63
Original,2018,14.36
Original,2017,23.97
Original,2018,27.29
New,2017,29.92
Original,2018,23.7
New,2017,40.23
Original,2018,18.78
Original,2018,15.49
New,2018,7.04
New,2018,43.95
New,2018,17.24
New,2017,34.43
New,2017,0
New,2018,33.26
New,2017,23.28
Original,2018,0
Original,2017,113.99
New,2019,24.23
Original,2019,16.29
New,2017,10.54
Original,2017,9.01
Original,2017,0
Original,2017,46.89
Original,2017,45.87
New,2017,40.85
New,2017,13.34
New,2018,34.53
Original,2017,27.79
Original,2018,26.8
Original,2018,10.88
New,2018,9.45
Original,2017,33.99
Original,2019,138.97
Original,2017,15.02
Original,2017,37.15
Original,2017,64.72
Original,2018,36.99
New,2017,71.22
New,2017,19.06
New,2017,29.43
Original,2017,38.99
New,2018,16.47
Original,2017,9.47
New,2020,0
Original,2018,16.2
Original,2018,28.72
Original,2018,28.08
New,2017,35.26
Original,2018,22.55
Original,2018,60.43
New,2018,22.2
New,2018,9.86
Original,2017,11.89
New,2017,9.18
Original,2017,40.29
Original,2017,32.94
New,2017,5.83
Original,2018,12.33
New,2017,21.38
New,2017,41.18
New,2018,19.79
New,2020,39.29
Original,2017,22.32
New,2018,60.33
New,2017,6.91
New,2017,18.61
Original,2018,0
New,2018,114.62
Original,2017,4
New,2018,17.49
Original,2017,27.9
New,2018,30.77
New,2018,19.12
Original,2018,37.8
New,2017,25.66
New,2017,44.9
Original,2018,6.7
New,2018,22.35
Original,2018,8.15
Original,2020,51.51
Original,2018,15.72
Original,2018,24.99
Original,2018,31.64
New,2018,38.87
New,2018,8.64
Original,2017,9.65
Original,2017,19.36
Original,2017,30.35
Original,2017,23.84
New,2017,52.63
New,2018,14.72
New,2018,27.78
Original,2017,0
Original,2017,14.44
New,2018,19.44
Original,2017,33.38
Original,2018,4.39
Original,2018,16.02
New,2018,21.72
New,2017,4.19
New,2018,4.46
New,2018,36.67
New,2017,39.16
Original,2017,10.07
Original,2018,0
Original,2018,20.66
New,2017,5.22
Original,2018,99.14
New,2017,27.74
New,2017,44.7
New,2017,46.11
Original,2017,38.98
Original,2017,4.65
Original,2017,34.93
Original,2018,15.72
Original,2017,15.51
Original,2017,16.21
New,2018,12.03
New,2018,27.69
New,2020,32.32
Original,2017,34.57
New,2018,55.37
New,2018,44.87
Original,2017,42.84
New,2018,4.1
New,2018,4.16
Original,2017,45.78
New,2020,24.87
Original,2017,9.76
Original,2018,41.5
Original,2018,19.2
New,2018,22.58
Original,2018,6.27
New,2017,40.67
Original,2017,31.32
Original,2018,48.7
Original,2018,33.98
New,2018,38.51
Original,2017,11.29
Original,2017,40.78
New,2018,25.43
Original,2017,4.08
Original,2017,13.28
New,2017,27.17
New,2017,32.01
New,2017,17.11
New,2018,20.05
New,2018,28.35
Original,2017,76.81
New,2017,36.25
New,2018,35.41
New,2018,8.36
Original,2017,8.21
Original,2018,16.74
Original,2017,40
New,2017,37.17
Original,2017,17.98
New,2018,23.18
Original,2017,7.81
Original,2018,47.38
Original,2020,34.23
New,2018,43.23
Original,2018,19.69
Original,2017,37.67
Original,2017,52.95
Original,2017,34.17
New,2018,163.29
Original,2017,15.05
Original,2018,24.53
New,2018,9.73
New,2018,50.89
New,2020,17.25
New,2017,66.55
New,2017,14.59
Original,2017,16.01
New,2017,37.64
New,2018,45.51
Original,2017,28.29
Original,2018,33.99
Original,2018,37.64
New,2017,7.22
Original,2018,12.95
New,2020,50.15
Original,2018,53.22
Original,2018,7.48
New,2018,49.95
New,2018,101.16
New,2017,33.5
New,2018,73.68
New,2017,29.56
Original,2019,36.87
New,2017,4.32
Original,2017,25.65
Original,2017,34.73
Original,2018,46.99
New,2017,16.23
New,2017,20.51
Original,2018,23.99
New,2018,0
New,2018,36.44
New,2017,14.72
Original,2017,31.94
Original,2020,23.93
Original,2018,41.79
Original,2017,88.99
New,2018,66.29
Original,2017,33.24
New,2018,13.52
New,2017,34.13
Original,2018,77.65
Original,2017,63.39
New,2018,11.1
Original,2017,43.54
New,2017,24.81
Original,2018,19.56
New,2018,199.83
New,2017,25.86
New,2018,26.85
New,2018,23.82
New,2019,37.08
Original,2017,17.45
Original,2018,43.99
Original,2018,21.91
New,2017,34.99
Original,2018,0
New,2018,21.72
Original,2017,0
Original,2017,4.99
New,2017,10.79
New,2018,39.59
New,2018,20.42
Original,2017,9.99
Original,2018,52.63
Original,2017,25.17
Original,2019,48.94
New,2017,22.07
Original,2018,40.16
Original,2017,69.77
Original,2019,33.98
Original,2018,4
Original,2018,53.94
New,2017,26.18
New,2017,39.7
Original,2018,500
Original,2018,21.09
New,2018,4
Original,2017,16.28
Original,2017,22.54
Original,2017,25.36
Original,2017,32.93
Original,2018,0
Original,2018,22.29
New,2018,12.31
Original,2018,41.1
New,2017,14.38
New,2017,14.69
Original,2017,4.35
Original,2017,0
Original,2017,43.99
Original,2017,29.28
Original,2018,37.28
Original,2018,145.82
New,2017,59.24
New,2017,32.3
New,2018,40.87
New,2018,15.83
New,2017,13.15
New,2017,15.96
Original,2018,58.97
Original,2017,35.73
New,2018,19.25
Original,2017,46.98
Original,2018,0
New,2018,29.36
Original,2017,5.19
Original,2018,38.13
New,2018,15.23
New,2019,60.55
New,2019,52.98
Original,2020,32.1
New,2018,8.15
