ID,Gender,Loyal,Age,Class,Flight distance,Inflight wifi service,Departure/Arrival time convenient,Ease of Online booking,Gate location,Food and drink,Online boarding,Seat comfort,Inflight entertainment,On-board service,Leg room service,Baggage handling,Checkin service,Inflight service,Cleanliness,Departure Delay in Minutes,Arrival Delay in Minutes,Satisfaction
113112,Female,Yes,35,Eco,569,3,1,3,4,1,3,1,1,2,4,3,3,4,1,0,0,0
48899,Male,Yes,35,Eco,326,4,2,2,2,4,4,4,4,2,5,5,5,3,4,0,0,1
104942,Male,No,38,Business,1180,2,2,2,4,5,2,5,5,3,3,5,3,5,5,19,17,0
82529,Male,Yes,13,Eco,1749,2,3,2,1,3,2,3,3,5,4,2,3,3,3,9,0,0
24533,Male,Yes,47,Business,2098,4,4,4,4,5,5,4,5,5,5,5,3,5,3,0,0,1
94309,Female,Yes,49,Business,3263,1,1,1,1,5,4,4,4,4,4,4,4,4,4,0,0,1
40383,Male,Yes,60,Eco,1250,1,3,1,1,3,1,3,3,3,1,1,4,5,3,0,0,0
100857,Female,No,10,Eco,711,2,1,1,3,1,1,1,1,3,2,4,2,4,1,76,77,0
81199,Male,Yes,20,Business,1426,2,2,2,2,5,5,5,5,4,5,5,5,4,5,6,4,1
6965,Female,Yes,47,Business,234,1,1,1,1,2,5,5,4,4,4,4,4,4,4,38,34,1
19467,Male,Yes,39,Business,84,0,3,0,2,5,2,4,2,2,3,3,5,2,4,0,0,1
97100,Female,No,25,Eco,1242,3,4,4,4,4,4,4,4,4,3,4,2,4,4,0,7,0
38571,Male,Yes,69,Eco,2446,3,4,3,4,3,3,3,3,5,4,4,5,5,3,0,0,0
89411,Male,No,33,Eco,134,4,1,4,3,2,4,2,2,2,1,3,1,3,2,12,9,0
15639,Female,No,37,Eco Plus,283,2,2,2,3,1,2,1,1,1,5,4,3,4,1,61,50,0
117083,Male,No,36,Eco,304,3,3,2,3,3,2,3,3,2,5,3,3,4,3,0,0,0
37084,Female,Yes,54,Business,3718,3,5,5,5,5,3,3,3,3,3,3,4,3,3,78,80,0
106621,Female,Yes,49,Business,306,2,5,2,1,2,5,4,1,1,2,1,5,1,4,9,5,0
127288,Male,Yes,55,Business,2460,1,1,4,1,4,4,5,5,5,5,5,3,5,4,2,17,1
21153,Female,Yes,59,Eco,954,1,3,4,3,2,2,3,1,1,1,1,2,1,4,62,42,0
107194,Female,Yes,26,Eco,668,2,4,2,3,1,2,1,1,2,2,4,2,4,1,8,10,0
105571,Female,Yes,45,Business,1572,1,1,1,1,4,4,4,5,5,4,5,4,5,5,6,0,1
9459,Male,Yes,35,Eco,362,3,4,3,3,2,3,2,2,3,5,5,3,5,2,0,0,0
28647,Female,Yes,36,Eco,2378,3,4,3,1,3,4,3,4,2,3,4,3,3,3,149,123,0
8742,Male,No,35,Business,280,1,1,1,4,2,1,2,2,1,5,4,4,4,2,4,22,0
75229,Female,Yes,30,Eco,1846,5,4,5,3,2,5,2,2,1,2,3,3,3,2,75,61,1
125013,Female,Yes,41,Eco,184,2,4,2,1,5,2,5,5,3,3,4,3,5,5,0,0,0
7920,Male,Yes,55,Eco,1020,3,0,2,4,4,2,4,4,3,4,4,3,4,4,8,16,0
51218,Male,Yes,52,Eco Plus,308,2,3,3,3,2,2,2,2,3,3,4,1,4,2,0,0,0
49905,Male,Yes,52,Eco,308,5,3,3,3,4,5,4,4,3,5,2,2,2,4,0,0,1
26509,Male,Yes,48,Eco,829,3,5,3,4,3,3,3,3,4,4,4,4,4,3,5,11,0
6830,Female,Yes,66,Eco,235,3,1,3,4,2,3,3,2,2,3,2,1,2,3,26,56,0
35540,Male,Yes,67,Eco,972,4,5,4,4,3,4,3,3,5,5,4,3,5,3,0,30,0
44188,Female,Yes,37,Business,2979,4,4,4,4,4,4,4,5,5,5,5,1,5,4,0,0,1
102647,Male,Yes,47,Business,255,0,0,0,4,2,4,5,1,1,1,1,5,1,5,36,27,1
4219,Female,Yes,31,Eco,888,4,4,4,3,3,4,3,3,5,5,4,3,4,3,0,0,0
117125,Male,Yes,41,Eco,304,4,2,2,2,4,4,4,4,5,4,4,5,5,4,0,0,1
48620,Female,Yes,70,Eco Plus,737,5,4,5,5,5,4,5,1,1,5,1,5,1,5,0,0,1
127402,Female,Yes,52,Business,2655,4,4,4,4,4,4,5,5,5,5,5,4,5,4,0,0,1
52604,Male,Yes,35,Business,3345,1,1,1,1,2,5,1,4,4,4,5,3,4,1,0,0,1
98984,Female,Yes,26,Eco,543,3,4,3,2,4,3,1,4,5,5,4,5,5,4,37,30,0
107772,Male,Yes,38,Eco Plus,251,3,2,2,2,3,3,3,4,3,4,3,3,4,3,189,239,0
120621,Male,Yes,47,Business,280,5,5,5,5,3,4,4,4,4,4,4,3,4,5,0,0,1
18399,Male,No,22,Eco,284,5,0,5,4,3,5,3,3,1,4,5,2,2,3,105,125,1
93852,Female,Yes,12,Eco,391,1,4,1,1,4,1,4,4,3,3,4,5,4,4,46,38,0
78164,Male,No,20,Eco,259,4,0,4,3,3,4,3,3,5,4,4,3,5,3,14,7,1
7429,Male,Yes,54,Business,122,2,3,3,3,2,4,3,2,2,1,2,1,2,2,36,28,0
34530,Female,Yes,40,Eco,636,5,5,5,5,5,5,5,5,3,3,2,1,1,5,38,48,1
119877,Female,Yes,44,Eco,936,1,5,1,2,4,4,5,3,3,1,3,4,3,3,0,0,0
58240,Female,Yes,58,Business,3090,5,3,5,5,3,4,5,4,4,4,4,4,4,4,0,0,1
45336,Male,No,27,Eco,150,4,2,4,1,4,4,4,4,3,1,1,2,1,4,0,0,0
53881,Male,Yes,64,Eco,140,3,2,3,3,4,3,4,4,2,4,3,2,3,4,15,5,0
17519,Female,Yes,39,Eco,352,2,3,2,4,5,2,3,5,4,2,4,2,4,5,0,0,0
31929,Male,Yes,37,Business,216,5,5,5,5,3,5,4,5,5,5,4,3,5,5,0,0,1
111659,Female,Yes,54,Business,2502,5,5,5,5,3,5,4,4,4,4,4,5,4,3,3,0,1
82332,Female,No,45,Business,456,2,2,2,2,5,2,5,5,4,2,5,5,5,5,0,0,0
22719,Male,Yes,19,Business,170,0,4,0,5,3,3,3,3,5,4,5,3,4,3,0,3,1
80446,Male,Yes,57,Business,2248,3,3,3,3,4,5,5,5,5,5,5,3,5,5,0,0,1
81461,Female,Yes,53,Business,2865,3,3,3,3,5,4,5,5,5,5,5,4,5,5,0,0,1
653,Male,No,27,Business,482,4,4,4,2,2,4,2,2,3,2,4,3,5,2,0,0,1
63229,Female,No,27,Eco,447,2,3,2,4,4,2,4,4,4,4,3,2,4,4,7,5,0
82601,Male,No,38,Eco,408,1,1,2,4,2,2,5,2,3,1,3,4,4,2,0,0,0
13801,Female,Yes,30,Eco,450,2,5,2,3,4,2,4,4,3,3,4,4,5,4,0,0,0
26437,Male,Yes,50,Eco,787,4,4,4,4,4,4,4,4,2,1,5,4,3,4,0,2,1
23611,Male,Yes,41,Eco,692,1,4,1,3,1,1,1,1,3,2,4,5,5,1,110,107,0
120484,Female,Yes,33,Eco,449,2,4,2,3,2,2,2,2,3,2,4,3,4,2,64,84,0
128498,Female,Yes,65,Eco,621,3,1,3,3,5,4,3,5,5,3,3,1,5,2,2,1,0
96638,Female,Yes,50,Business,937,5,5,5,5,4,4,5,4,4,4,4,3,4,5,2,0,1
70831,Female,Yes,67,Business,761,1,5,1,5,3,4,4,4,4,1,4,3,4,5,4,0,0
65429,Female,Yes,41,Eco,2165,1,4,1,4,1,1,1,1,3,3,4,5,5,1,0,0,0
34409,Female,Yes,51,Eco,612,2,3,2,3,2,3,3,3,3,2,3,4,3,3,0,0,0
68374,Female,Yes,36,Business,2149,3,3,3,3,4,4,5,5,5,5,5,3,5,3,0,2,1
96211,Male,Yes,66,Business,2799,1,5,5,5,2,3,3,1,1,1,1,2,1,2,0,0,0
88763,Male,No,42,Business,442,4,4,4,1,4,4,4,4,3,5,5,3,4,4,1,10,1
116973,Male,Yes,45,Business,3438,5,5,5,5,4,5,4,5,5,5,5,5,5,4,16,6,1
18909,Female,Yes,49,Eco,448,1,5,2,2,4,4,1,2,2,2,3,4,2,2,64,60,0
89805,Female,No,17,Eco,1089,3,4,4,1,3,4,3,3,3,3,4,3,5,3,0,0,0
113563,Male,No,36,Business,223,3,3,3,3,4,3,4,4,5,4,5,4,5,4,0,0,0
127276,Male,Yes,54,Eco,1107,4,5,4,2,4,4,3,4,3,3,1,2,1,4,0,0,1
52763,Male,Yes,46,Eco,1874,5,4,4,4,5,5,5,5,5,2,4,1,4,5,0,0,1
19657,Female,Yes,23,Eco,763,2,4,2,3,2,2,2,2,4,2,4,5,4,2,0,0,0
129869,Female,No,18,Eco,337,2,0,2,3,5,2,5,5,4,4,4,4,4,5,0,0,0
59898,Male,Yes,29,Business,1023,1,1,1,1,5,5,5,5,3,4,5,5,4,5,3,0,1
57820,Female,Yes,60,Business,622,1,1,1,1,2,4,5,4,4,4,4,5,4,5,14,30,1
17599,Female,No,48,Eco Plus,695,3,3,3,4,1,3,1,1,1,5,4,1,2,1,34,26,0
20828,Male,Yes,54,Eco,357,3,4,4,4,3,3,3,3,4,2,4,2,4,3,0,0,0
26852,Male,Yes,65,Eco,224,4,2,4,3,5,4,5,5,4,2,4,1,3,5,0,0,0
47162,Male,Yes,41,Business,2285,4,4,4,4,1,4,3,5,5,5,5,3,5,1,0,1,1
34675,Female,Yes,51,Eco,264,4,5,5,5,5,5,1,4,4,4,4,2,4,4,0,0,1
86933,Female,Yes,61,Eco Plus,352,4,1,1,1,1,3,5,4,4,4,4,1,4,1,0,0,1
115376,Female,No,66,Eco,342,1,1,1,3,3,1,1,3,2,5,3,3,3,3,0,0,0
58851,Male,Yes,37,Business,3034,1,1,1,1,5,4,5,5,5,5,5,3,5,4,127,129,1
98521,Male,Yes,35,Eco,402,5,3,5,1,1,5,1,1,5,3,3,5,5,1,0,0,1
102503,Female,Yes,15,Eco,197,1,1,0,3,5,0,5,5,2,2,4,3,4,5,16,6,0
96630,Female,No,22,Eco,972,3,3,3,1,3,3,3,3,1,2,2,3,1,3,0,4,0
22662,Male,Yes,59,Business,2010,4,4,4,4,4,4,5,4,4,4,4,3,4,3,0,4,1
99603,Male,Yes,29,Business,2818,3,3,3,3,5,5,5,5,5,2,4,3,4,5,4,8,1
19247,Female,Yes,13,Eco,782,3,4,3,1,5,3,5,5,5,4,4,5,4,5,79,79,0
99194,Female,Yes,66,Eco Plus,351,2,1,1,1,4,2,1,2,2,2,2,2,2,1,41,28,0
69272,Female,Yes,20,Eco,733,2,3,2,4,2,2,2,2,2,4,3,4,4,2,0,0,0
38389,Female,Yes,56,Eco Plus,1111,3,4,3,3,5,5,4,2,2,3,2,3,2,4,0,0,0
58617,Female,Yes,36,Eco,235,4,3,3,3,4,4,4,2,4,3,4,4,3,4,169,155,0
106520,Male,Yes,49,Business,3141,3,3,3,3,4,3,4,3,3,3,3,1,3,1,0,0,0
125190,Female,Yes,38,Business,651,2,4,2,2,5,5,5,4,4,4,4,5,4,5,4,0,1
95733,Female,Yes,36,Business,237,0,0,0,3,3,5,4,4,4,4,4,5,4,3,4,15,1
91701,Female,Yes,42,Business,3309,1,1,1,1,3,5,5,4,4,4,4,3,4,4,26,7,1
95473,Female,Yes,72,Eco Plus,319,2,1,1,1,3,3,3,2,2,2,2,3,2,1,52,43,0
2,Female,Yes,35,Business,821,2,2,2,2,3,5,4,5,5,5,5,3,5,5,26,39,1
123749,Male,Yes,44,Eco Plus,96,4,1,1,1,4,4,4,4,4,3,3,3,4,4,0,1,0
117331,Female,Yes,31,Business,296,1,1,1,3,2,1,2,2,1,2,4,4,3,2,38,42,0
17009,Male,Yes,45,Business,781,3,4,4,4,5,4,4,3,3,3,3,4,3,3,13,14,0
43523,Female,Yes,17,Eco Plus,679,2,4,2,2,5,2,5,5,3,2,5,3,4,5,0,0,0
41144,Male,Yes,41,Eco,216,4,0,4,1,3,4,4,3,3,4,3,3,1,3,25,20,0
87570,Female,Yes,33,Business,432,3,3,3,3,5,5,5,5,5,5,5,5,5,3,0,0,1
66448,Female,Yes,31,Business,2254,4,4,5,4,4,4,4,4,5,4,5,4,4,4,0,0,1
13131,Female,Yes,57,Eco,162,4,3,1,3,2,1,5,5,5,4,5,2,5,5,6,3,1
2292,Male,Yes,44,Business,1041,1,2,2,2,3,4,3,1,1,1,1,4,1,4,85,80,0
93097,Male,Yes,49,Business,1562,1,5,5,5,4,3,4,1,1,1,1,3,1,3,59,42,0
97959,Male,Yes,18,Eco,793,4,4,4,5,3,4,4,3,3,4,5,4,4,3,91,71,1
16524,Female,No,44,Eco,209,1,5,1,2,4,1,4,4,1,3,2,5,5,4,0,0,0
61120,Female,No,46,Business,967,1,1,1,4,3,1,5,3,5,5,5,3,4,3,1,0,0
46319,Male,No,65,Eco,420,3,0,3,5,4,3,4,4,5,1,3,5,3,4,35,45,0
82756,Female,No,38,Eco,409,4,3,4,4,4,4,4,4,2,4,4,3,3,4,38,27,0
64070,Female,Yes,38,Business,3828,3,3,3,3,5,4,5,5,5,5,5,2,5,5,0,3,1
50276,Male,Yes,38,Business,2379,1,1,2,2,5,4,4,1,1,1,1,4,1,3,0,17,0
116101,Female,Yes,63,Eco,342,2,5,2,1,4,4,5,4,4,2,4,5,4,5,6,0,0
8060,Female,Yes,57,Business,294,1,1,1,1,5,5,4,4,4,4,4,5,4,3,0,1,1
86814,Female,Yes,24,Business,484,5,5,5,5,5,4,5,5,4,5,4,4,3,5,1,0,0
26183,Male,Yes,47,Business,406,2,1,1,1,5,3,3,2,2,2,2,3,2,1,0,8,0
69787,Male,Yes,43,Business,1055,2,4,2,1,2,5,5,1,1,2,1,4,1,3,0,0,0
42119,Female,Yes,56,Business,3153,3,4,4,4,1,3,3,3,3,3,3,1,3,4,0,0,0
32465,Female,Yes,58,Business,3178,1,2,2,2,1,2,2,2,2,2,1,3,2,3,4,9,0
18921,Male,Yes,26,Eco,448,2,4,2,1,2,2,2,2,3,2,5,4,5,2,1,0,0
73222,Male,Yes,39,Business,946,1,1,1,1,4,3,4,1,1,1,1,1,1,4,43,28,0
70059,Female,Yes,59,Business,2499,1,1,3,1,4,5,4,4,4,4,4,4,4,5,0,0,1
79091,Male,Yes,56,Eco,356,2,5,2,2,1,2,1,1,5,3,4,5,4,1,0,9,0
65203,Female,Yes,58,Business,3338,0,1,1,4,2,5,4,3,3,3,3,3,3,4,0,0,1
93446,Male,Yes,65,Eco,605,3,5,3,3,3,3,3,3,5,3,4,4,4,3,0,0,0
122671,Male,Yes,46,Business,2453,1,1,1,1,3,5,5,4,4,4,4,5,4,4,0,0,1
9188,Male,No,44,Business,363,3,3,3,3,2,3,2,2,4,3,3,1,3,2,14,18,0
7788,Male,Yes,43,Business,3048,5,5,5,5,4,5,5,2,2,2,2,3,2,3,0,0,1
72244,Female,Yes,43,Business,919,4,4,4,4,5,4,5,5,5,5,5,3,5,5,22,17,1
7988,Female,Yes,47,Business,3689,1,1,1,1,4,5,5,3,3,4,3,5,3,5,0,1,1
78302,Female,Yes,70,Eco,1598,2,4,2,1,3,5,5,3,3,2,5,3,3,3,0,0,0
69651,Female,Yes,30,Business,569,2,1,2,2,4,4,4,4,5,5,5,3,5,4,0,0,1
25858,Female,Yes,37,Eco,692,1,4,1,1,3,1,3,3,3,5,4,4,4,3,0,0,0
71377,Female,Yes,67,Business,258,3,5,4,4,1,3,3,3,3,3,3,2,3,3,91,85,0
983,Female,Yes,48,Business,3783,4,4,4,4,2,1,2,5,5,5,5,4,5,3,0,1,1
100312,Male,Yes,41,Business,971,5,5,5,5,3,4,5,5,5,5,5,5,5,4,16,15,1
44136,Female,No,19,Eco,198,1,1,0,4,4,0,4,4,3,1,3,2,3,4,40,40,0
10822,Female,No,23,Eco,396,3,3,3,2,4,3,4,4,3,3,3,3,2,4,0,0,0
129731,Female,Yes,51,Business,337,1,1,1,1,5,4,5,4,4,4,4,3,4,5,0,0,1
75630,Female,Yes,57,Eco Plus,337,2,5,2,4,5,4,4,2,2,2,2,3,2,4,0,0,0
8032,Male,No,22,Business,530,5,3,5,5,4,5,5,4,3,3,5,3,4,4,0,0,1
18360,Male,Yes,30,Business,3509,0,5,0,1,4,4,2,4,5,3,5,1,3,4,0,0,1
17661,Male,Yes,12,Eco,1008,1,4,1,4,4,1,4,4,1,5,3,3,4,4,37,22,0
4988,Male,No,26,Business,502,2,2,2,5,5,2,2,5,4,3,4,4,4,5,53,52,0
80282,Female,Yes,26,Business,2136,5,5,5,5,5,4,5,5,3,3,3,2,3,5,0,0,0
38673,Male,Yes,49,Eco,2588,3,3,4,4,2,4,4,2,1,3,2,1,3,2,0,0,0
106334,Male,Yes,16,Eco,825,2,4,2,4,2,2,2,2,4,5,4,3,5,2,1,42,0
120172,Male,Yes,52,Eco,335,5,5,5,5,5,5,5,5,3,5,4,2,4,5,0,0,1
88986,Male,Yes,46,Eco,1199,2,4,2,3,5,2,5,5,5,2,3,4,4,5,0,0,0
64071,Male,Yes,46,Business,2719,2,3,4,3,4,3,3,2,2,3,2,2,2,2,0,0,0
114337,Male,Yes,8,Eco,862,4,5,4,5,2,4,2,2,5,2,4,4,5,2,0,0,0
111763,Female,Yes,48,Eco,1436,2,2,2,2,4,3,2,4,4,2,2,2,4,3,10,0,0
88002,Female,Yes,52,Business,545,5,5,5,5,3,5,5,5,5,5,5,4,5,3,9,6,1
27419,Male,Yes,60,Eco,954,3,5,5,5,3,3,3,3,4,3,5,1,4,3,0,0,1
122472,Female,Yes,49,Business,3365,4,4,4,4,2,4,5,4,4,4,4,4,4,4,0,0,1
29560,Male,No,29,Eco,754,1,1,1,2,5,1,5,5,1,5,1,2,1,5,0,0,0
35261,Male,No,22,Business,1076,0,0,0,3,5,0,5,5,2,4,2,2,3,5,16,14,1
10637,Male,Yes,41,Business,2798,3,3,3,3,5,4,5,4,4,4,4,3,4,3,0,0,1
75251,Female,Yes,32,Eco,1744,1,3,0,4,2,0,2,2,4,1,4,4,4,2,0,0,0
15846,Male,Yes,29,Eco,1107,2,5,2,3,4,2,4,4,3,2,4,3,4,4,9,0,0
35287,Female,Yes,25,Business,1005,2,5,5,5,2,2,2,2,2,1,4,4,3,2,0,0,0
3904,Female,Yes,46,Eco,213,3,4,3,3,4,5,5,2,2,3,3,5,2,5,0,0,0
73056,Male,Yes,40,Eco Plus,1096,1,3,3,3,1,1,1,1,4,1,2,3,2,1,0,0,0
32761,Male,No,34,Business,216,1,1,1,3,1,1,1,1,4,1,3,4,3,1,0,0,0
93284,Male,Yes,19,Eco,867,2,5,2,3,3,2,3,3,2,5,5,1,1,3,3,0,0
115576,Female,Yes,38,Business,3687,4,4,4,4,5,4,5,5,5,5,5,3,5,3,6,0,1
14113,Male,Yes,41,Eco Plus,453,2,1,1,1,2,2,2,2,5,4,2,5,1,2,51,42,1
5546,Male,Yes,69,Eco,431,1,4,1,1,4,1,4,4,3,3,5,3,5,4,0,0,0
102107,Female,No,27,Business,386,4,4,4,5,5,4,1,5,3,5,5,4,4,5,2,0,0
122829,Male,Yes,47,Business,3247,1,4,1,1,2,5,5,4,4,4,4,5,4,3,0,20,1
66164,Female,Yes,64,Business,1725,1,1,1,1,4,4,5,5,5,5,5,4,5,5,0,2,1
55844,Female,Yes,57,Eco,1416,2,2,1,4,3,4,4,4,4,1,4,2,4,4,0,0,0
1437,Male,Yes,62,Business,772,4,1,4,2,1,1,2,2,2,4,2,2,2,3,6,0,0
112986,Female,Yes,22,Business,1797,4,5,5,5,4,4,4,4,3,2,4,2,4,4,0,0,0
106508,Male,No,40,Business,271,3,3,3,1,1,3,1,1,4,3,5,3,5,1,3,9,0
11175,Female,Yes,62,Eco,295,1,5,1,3,4,5,4,3,3,1,3,5,3,4,8,0,0
107298,Female,Yes,15,Eco,307,2,5,2,3,4,2,5,4,5,5,2,2,2,4,29,27,0
45556,Female,Yes,40,Eco,1304,4,2,4,2,4,5,4,4,1,5,1,4,5,4,11,0,1
107161,Female,Yes,57,Business,1631,2,2,2,2,3,5,4,5,5,5,5,3,5,5,10,3,1
59615,Female,Yes,42,Business,854,1,2,2,2,3,4,3,1,1,1,1,4,1,4,94,94,0
95037,Male,Yes,58,Eco,239,2,3,0,4,4,0,4,4,4,1,3,2,4,4,0,0,0
22645,Female,Yes,45,Eco,300,3,4,3,2,2,5,4,1,1,3,1,3,1,4,3,5,0
106894,Female,Yes,45,Eco,577,2,4,2,1,4,5,5,2,2,2,2,5,2,5,0,0,0
127347,Male,Yes,60,Business,3634,3,3,3,3,3,3,4,4,4,4,3,4,4,2,34,69,0
42071,Male,Yes,67,Eco,106,2,5,0,1,2,0,3,2,3,2,5,3,4,2,0,0,0
43812,Male,Yes,41,Business,114,4,4,4,4,5,5,5,5,5,5,5,4,5,5,0,0,1
85378,Male,Yes,48,Business,3423,4,4,1,4,2,5,4,5,5,5,5,3,5,3,0,0,1
24400,Female,Yes,53,Business,3954,2,4,2,2,3,5,5,4,4,4,4,5,4,3,0,0,1
45376,Male,Yes,61,Eco Plus,150,4,1,1,1,4,4,4,4,3,5,3,1,3,4,0,0,1
55611,Male,Yes,39,Business,1714,1,2,1,1,5,4,5,4,4,5,4,2,4,3,0,0,1
46627,Female,No,24,Eco,125,2,2,2,3,2,2,2,2,4,1,3,1,2,2,0,0,0
52989,Female,Yes,36,Business,1208,3,3,3,3,5,5,5,5,5,4,5,4,5,4,2,15,1
38900,Female,Yes,41,Business,162,3,3,3,3,3,5,2,5,5,5,5,2,5,1,0,0,1
117094,Male,Yes,48,Eco,251,5,4,4,4,5,5,5,5,1,3,5,4,4,5,4,0,1
68772,Male,Yes,28,Business,926,2,4,4,4,2,2,2,2,1,1,4,1,3,2,23,16,0
20404,Male,Yes,38,Eco Plus,459,5,2,5,5,5,5,5,5,4,5,5,1,5,5,0,0,1
33168,Female,Yes,37,Eco,101,2,5,2,2,1,2,1,1,3,4,4,5,5,1,0,0,0
78216,Male,Yes,20,Eco,153,1,4,0,2,5,0,4,5,4,2,4,4,5,5,2,6,0
97423,Male,Yes,16,Eco,570,1,5,1,2,2,1,2,2,3,4,5,5,4,2,3,0,0
98126,Male,Yes,46,Eco,472,1,3,1,1,4,1,4,4,3,1,2,2,1,4,14,5,0
35368,Male,No,19,Eco,972,2,2,2,4,1,2,1,1,4,5,3,2,4,1,0,0,0
66824,Male,Yes,46,Business,3325,3,3,3,3,5,4,4,5,5,5,5,3,5,5,5,0,1
93059,Female,No,35,Eco,297,2,1,2,3,3,2,3,3,1,5,2,3,3,3,0,6,0
6903,Female,Yes,27,Eco,265,4,1,1,1,4,4,4,4,4,3,4,5,3,4,0,0,1
98764,Female,No,21,Eco,1292,5,5,5,1,3,5,3,3,5,2,2,5,2,3,16,0,1
60598,Female,Yes,24,Business,1558,4,4,4,4,4,4,4,4,5,5,5,5,5,4,5,12,1
101026,Female,Yes,29,Eco,867,2,4,2,3,2,2,2,2,2,2,3,3,4,2,10,24,0
53110,Female,Yes,39,Business,2065,3,3,3,3,4,4,4,5,5,5,4,4,5,4,281,243,1
47261,Male,Yes,66,Business,588,3,5,4,4,5,2,5,5,5,4,2,1,5,2,0,0,0
124497,Female,No,36,Business,930,1,1,1,1,1,3,3,5,5,4,4,3,5,3,178,183,0
80592,Male,Yes,48,Business,1747,4,4,4,4,3,4,5,4,4,4,4,3,4,5,0,0,1
54055,Male,Yes,22,Business,1416,5,5,5,5,5,5,5,5,4,4,2,3,5,5,64,51,1
104943,Female,No,28,Eco,1180,1,1,1,4,2,1,2,2,3,5,4,4,4,2,0,0,0
26557,Female,Yes,47,Business,1528,4,4,4,4,5,5,5,4,4,4,4,4,4,5,0,0,1
67986,Female,Yes,54,Eco Plus,835,3,5,5,5,3,2,2,3,3,3,3,3,3,2,3,9,0
15309,Female,No,51,Eco,589,3,0,3,3,3,3,3,3,5,1,1,3,4,3,45,44,0
31319,Male,Yes,43,Eco,680,2,5,2,3,4,2,4,4,5,4,4,4,5,4,55,69,0
23183,Female,Yes,10,Eco,300,2,5,2,1,4,2,4,4,4,2,4,4,4,4,0,0,0
89782,Male,Yes,43,Eco,950,4,1,4,3,3,4,4,3,4,5,3,3,4,3,49,32,0
102070,Male,Yes,35,Business,3465,2,2,2,2,5,5,5,5,5,5,5,5,5,5,4,0,1
125752,Female,Yes,44,Business,3749,5,5,5,5,4,4,5,4,4,4,4,3,4,3,1,0,1
57582,Female,No,57,Eco,997,2,2,2,3,2,2,2,2,4,1,3,1,4,2,0,0,0
34399,Female,Yes,42,Business,2015,2,2,2,2,1,3,3,4,4,4,5,5,4,3,0,0,1
120552,Male,No,23,Eco,810,3,3,3,3,2,3,2,2,1,4,2,4,3,2,0,10,0
31364,Female,No,56,Eco,589,1,5,1,3,3,1,4,3,4,1,1,5,4,3,7,12,0
99596,Male,Yes,50,Eco,1025,2,5,2,1,3,2,3,3,5,3,4,5,4,3,7,20,0
54227,Female,Yes,36,Eco,1222,4,1,5,1,4,4,4,4,3,5,3,1,3,4,0,0,1
128620,Male,Yes,45,Business,679,4,4,4,4,4,4,5,5,5,5,5,3,5,3,2,0,1
40655,Female,No,23,Business,532,4,0,4,3,4,4,3,4,4,4,4,3,4,4,0,0,1
109283,Male,Yes,30,Business,1136,1,2,1,4,5,1,5,5,3,2,2,1,3,5,99,89,0
51743,Female,Yes,62,Eco,261,2,5,2,2,4,2,1,4,4,2,4,4,4,5,0,0,0
67982,Male,Yes,59,Eco Plus,1171,1,2,2,2,1,1,1,1,2,2,4,2,3,1,0,0,0
44808,Female,Yes,55,Eco,1041,2,5,5,5,1,3,4,2,2,2,2,3,2,2,48,79,0
85255,Female,Yes,60,Eco,689,5,2,5,3,4,4,4,1,1,2,1,4,1,2,0,0,1
16690,Female,Yes,35,Eco,200,4,2,2,2,4,4,4,4,2,5,5,4,3,4,0,0,1
113275,Male,Yes,47,Business,414,5,5,5,5,5,4,5,4,4,4,4,3,4,3,43,37,1
124008,Male,Yes,32,Business,184,4,1,1,1,3,3,4,3,3,3,3,3,4,3,0,0,0
44149,Female,Yes,57,Eco Plus,98,4,3,3,3,2,2,5,4,4,4,4,3,4,5,0,0,1
18887,Male,Yes,56,Business,448,1,5,5,5,1,1,1,3,2,3,4,1,4,1,204,218,0
107004,Female,No,21,Eco,972,3,3,3,3,2,3,2,2,5,2,5,4,4,2,6,0,0
120763,Female,No,20,Eco,678,3,3,3,5,4,3,5,4,4,4,5,5,5,4,0,0,0
44142,Female,Yes,56,Eco,207,1,4,0,2,5,1,3,4,4,0,4,2,4,3,0,10,0
50331,Female,No,39,Eco,373,1,4,2,5,1,2,3,1,4,4,2,2,4,1,0,0,0
99251,Male,Yes,45,Eco,541,4,4,4,3,2,4,2,2,5,3,5,3,5,2,0,0,0
124309,Female,Yes,37,Eco,255,2,5,5,5,2,2,2,2,3,2,3,3,3,2,0,0,0
129546,Male,Yes,48,Eco,2342,3,2,4,4,3,3,3,3,1,3,3,4,4,3,12,4,0
57201,Female,Yes,39,Business,1514,2,2,2,2,5,4,5,4,4,4,4,4,4,3,14,3,1
120140,Female,No,38,Business,1475,1,1,1,4,4,1,4,4,4,2,5,3,4,4,29,23,0
106034,Female,Yes,45,Eco,682,3,5,3,1,4,5,4,5,5,3,3,3,5,3,20,28,0
29584,Female,Yes,46,Eco,1448,5,3,3,3,5,4,4,5,5,5,5,3,5,1,0,0,1
96118,Female,Yes,44,Business,1522,1,1,1,1,2,4,4,2,2,2,2,5,2,4,2,0,1
97547,Female,Yes,8,Eco,675,4,5,4,3,4,3,3,5,4,5,5,3,5,3,154,171,0
87228,Male,Yes,50,Business,3880,1,1,1,1,3,5,4,4,4,4,4,5,4,4,36,27,1
87065,Male,Yes,45,Business,1937,1,1,4,1,4,5,4,4,4,4,4,4,4,5,1,12,1
